condition,question_id,seed,rollout_i,rollout_j,d1,dT
naive_k4,gaia-154,2,0,1,0.166667,0.000000
naive_k4,gaia-154,2,0,2,0.000000,0.166667
naive_k4,gaia-154,2,1,2,0.166667,0.166667
naive_k4,gaia-155,2,0,1,0.181818,0.181818
naive_k4,gaia-155,2,0,2,0.000000,0.000000
naive_k4,gaia-155,2,0,3,0.500000,0.571429
naive_k4,gaia-155,2,1,2,0.181818,0.181818
naive_k4,gaia-155,2,1,3,0.384615,0.461538
naive_k4,gaia-155,2,2,3,0.500000,0.571429
naive_k4,gaia-158,2,0,1,0.400000,0.000000
naive_k4,gaia-158,2,0,2,0.166667,1.000000
naive_k4,gaia-158,2,0,3,0.000000,0.000000
naive_k4,gaia-158,2,1,2,0.500000,1.000000
naive_k4,gaia-158,2,1,3,0.400000,0.000000
naive_k4,gaia-158,2,2,3,0.166667,1.000000
naive_k4,gaia-16,2,0,2,0.000000,0.214286
naive_k4,gaia-16,2,0,3,0.000000,0.571429
naive_k4,gaia-16,2,2,3,0.000000,0.500000
naive_k4,gaia-19,2,0,1,0.000000,0.600000
naive_k4,gaia-19,2,0,2,0.000000,0.600000
naive_k4,gaia-19,2,0,3,0.000000,0.000000
naive_k4,gaia-19,2,1,2,0.000000,0.000000
naive_k4,gaia-19,2,1,3,0.000000,0.600000
naive_k4,gaia-19,2,2,3,0.000000,0.600000
naive_k4,gaia-2,2,0,1,0.000000,0.000000
naive_k4,gaia-2,2,0,2,0.000000,0.625000
naive_k4,gaia-2,2,0,3,1.000000,1.000000
naive_k4,gaia-2,2,1,2,0.000000,0.625000
naive_k4,gaia-2,2,1,3,1.000000,1.000000
naive_k4,gaia-2,2,2,3,1.000000,1.000000
naive_k4,gaia-23,2,0,1,0.333333,1.000000
naive_k4,gaia-23,2,0,2,0.666667,0.857143
naive_k4,gaia-23,2,0,3,0.333333,0.833333
naive_k4,gaia-23,2,1,2,0.571429,0.500000
naive_k4,gaia-23,2,1,3,0.000000,0.857143
naive_k4,gaia-23,2,2,3,0.571429,0.600000
naive_k4,gaia-24,2,0,1,0.222222,0.727273
naive_k4,gaia-24,2,0,2,0.222222,1.000000
naive_k4,gaia-24,2,0,3,0.222222,1.000000
naive_k4,gaia-24,2,1,2,0.000000,1.000000
naive_k4,gaia-24,2,1,3,0.000000,1.000000
naive_k4,gaia-24,2,2,3,0.000000,0.285714
naive_k4,gaia-26,2,0,1,0.250000,0.625000
naive_k4,gaia-26,2,0,2,0.625000,0.777778
naive_k4,gaia-26,2,0,3,0.777778,0.625000
naive_k4,gaia-26,2,1,2,0.571429,0.444444
naive_k4,gaia-26,2,1,3,0.750000,0.444444
naive_k4,gaia-26,2,2,3,0.444444,0.444444
naive_k4,gaia-27,2,1,2,0.333333,0.500000
naive_k4,gaia-3,2,0,1,0.000000,0.000000
naive_k4,gaia-3,2,0,2,0.166667,0.142857
naive_k4,gaia-3,2,0,3,0.571429,0.285714
naive_k4,gaia-3,2,1,2,0.166667,0.142857
naive_k4,gaia-3,2,1,3,0.571429,0.285714
naive_k4,gaia-3,2,2,3,0.428571,0.428571
naive_k4,gaia-32,2,0,1,0.000000,0.100000
naive_k4,gaia-32,2,0,2,0.000000,0.250000
naive_k4,gaia-32,2,0,3,0.000000,0.250000
naive_k4,gaia-32,2,1,2,0.000000,0.166667
naive_k4,gaia-32,2,1,3,0.000000,0.166667
naive_k4,gaia-32,2,2,3,0.000000,0.000000
naive_k4,gaia-35,2,0,1,0.000000,0.500000
naive_k4,gaia-35,2,0,2,0.000000,0.100000
naive_k4,gaia-35,2,0,3,0.533333,0.416667
naive_k4,gaia-35,2,1,2,0.000000,0.428571
naive_k4,gaia-35,2,1,3,0.533333,0.428571
naive_k4,gaia-35,2,2,3,0.533333,0.461538
naive_k4,gaia-38,2,0,1,0.166667,0.181818
naive_k4,gaia-38,2,0,2,0.166667,0.466667
naive_k4,gaia-38,2,0,3,0.166667,0.500000
naive_k4,gaia-38,2,1,2,0.000000,0.384615
naive_k4,gaia-38,2,1,3,0.000000,0.416667
naive_k4,gaia-38,2,2,3,0.000000,0.307692
naive_k4,gaia-39,2,0,1,0.000000,0.666667
naive_k4,gaia-39,2,0,2,0.888889,0.500000
naive_k4,gaia-39,2,0,3,0.833333,0.600000
naive_k4,gaia-39,2,1,2,0.888889,0.714286
naive_k4,gaia-39,2,1,3,0.833333,0.600000
naive_k4,gaia-39,2,2,3,0.944444,0.666667
naive_k4,gaia-4,2,0,1,1.000000,1.000000
naive_k4,gaia-4,2,0,2,1.000000,1.000000
naive_k4,gaia-4,2,0,3,0.200000,0.000000
naive_k4,gaia-4,2,1,2,0.000000,0.000000
naive_k4,gaia-4,2,1,3,1.000000,1.000000
naive_k4,gaia-4,2,2,3,1.000000,1.000000
naive_k4,gaia-40,2,1,2,0.000000,0.500000
naive_k4,gaia-40,2,1,3,0.571429,0.333333
naive_k4,gaia-40,2,2,3,0.571429,0.500000
naive_k4,gaia-41,2,0,1,0.000000,0.000000
naive_k4,gaia-41,2,0,2,0.000000,0.615385
naive_k4,gaia-41,2,0,3,0.000000,0.615385
naive_k4,gaia-41,2,1,2,0.000000,0.615385
naive_k4,gaia-41,2,1,3,0.000000,0.615385
naive_k4,gaia-41,2,2,3,0.000000,0.000000
naive_k4,gaia-42,2,1,2,0.200000,0.615385
naive_k4,gaia-43,2,1,2,0.166667,0.083333
naive_k4,gaia-44,2,0,1,0.444444,0.000000
naive_k4,gaia-44,2,0,2,0.444444,0.111111
naive_k4,gaia-44,2,1,2,0.000000,0.111111
naive_k4,gaia-45,2,0,1,0.125000,0.166667
naive_k4,gaia-45,2,0,2,0.125000,0.500000
naive_k4,gaia-45,2,0,3,0.125000,0.500000
naive_k4,gaia-45,2,1,2,0.000000,0.555556
naive_k4,gaia-45,2,1,3,0.250000,0.555556
naive_k4,gaia-45,2,2,3,0.250000,0.250000
naive_k4,gaia-46,2,0,1,0.400000,0.300000
naive_k4,gaia-46,2,0,2,0.000000,0.000000
naive_k4,gaia-46,2,0,3,0.400000,0.300000
naive_k4,gaia-46,2,1,2,0.400000,0.300000
naive_k4,gaia-46,2,1,3,0.000000,0.000000
naive_k4,gaia-46,2,2,3,0.400000,0.300000
naive_k4,gaia-50,2,0,1,0.777778,0.833333
naive_k4,gaia-50,2,0,2,0.571429,0.833333
naive_k4,gaia-50,2,1,2,0.875000,0.285714
naive_k4,gaia-51,2,1,2,0.000000,0.777778
naive_k4,gaia-52,2,1,2,0.000000,0.700000
naive_k4,gaia-54,2,2,3,0.285714,0.000000
naive_k4,gaia-56,2,0,1,0.000000,0.222222
naive_k4,gaia-56,2,0,2,0.250000,0.222222
naive_k4,gaia-56,2,1,2,0.250000,0.222222
naive_k4,gaia-6,2,0,1,0.000000,0.285714
naive_k4,gaia-6,2,0,2,0.000000,0.166667
naive_k4,gaia-6,2,0,3,0.000000,0.000000
naive_k4,gaia-6,2,1,2,0.000000,0.166667
naive_k4,gaia-6,2,1,3,0.000000,0.285714
naive_k4,gaia-6,2,2,3,0.000000,0.166667
naive_k4,gaia-60,2,0,1,0.000000,0.142857
naive_k4,gaia-60,2,0,3,0.000000,0.250000
naive_k4,gaia-60,2,1,3,0.000000,0.333333
naive_k4,gaia-61,2,0,1,0.285714,0.166667
naive_k4,gaia-61,2,0,2,0.166667,0.166667
naive_k4,gaia-61,2,0,3,0.285714,0.428571
naive_k4,gaia-61,2,1,2,0.428571,0.333333
naive_k4,gaia-61,2,1,3,0.000000,0.333333
naive_k4,gaia-61,2,2,3,0.428571,0.571429
naive_k4,gaia-62,2,0,1,0.285714,0.785714
naive_k4,gaia-62,2,0,2,0.500000,0.777778
naive_k4,gaia-62,2,0,3,0.555556,0.818182
naive_k4,gaia-62,2,1,2,0.545455,0.769231
naive_k4,gaia-62,2,1,3,0.428571,0.800000
naive_k4,gaia-62,2,2,3,0.692308,0.285714
naive_k4,gaia-67,2,0,1,0.222222,0.111111
naive_k4,gaia-67,2,0,2,0.000000,0.916667
naive_k4,gaia-67,2,0,3,0.000000,0.200000
naive_k4,gaia-67,2,1,2,0.222222,0.909091
naive_k4,gaia-67,2,1,3,0.222222,0.300000
naive_k4,gaia-67,2,2,3,0.000000,0.916667
naive_k4,gaia-68,2,0,1,0.000000,1.000000
naive_k4,gaia-68,2,0,2,0.000000,1.000000
naive_k4,gaia-68,2,0,3,0.500000,1.000000
naive_k4,gaia-68,2,1,2,0.000000,0.500000
naive_k4,gaia-68,2,1,3,0.500000,0.875000
naive_k4,gaia-68,2,2,3,0.500000,0.875000
naive_k4,gaia-69,2,0,1,0.714286,0.500000
naive_k4,gaia-69,2,0,2,0.000000,0.153846
naive_k4,gaia-69,2,0,3,0.000000,0.076923
naive_k4,gaia-69,2,1,2,0.714286,0.416667
naive_k4,gaia-69,2,1,3,0.714286,0.461538
naive_k4,gaia-69,2,2,3,0.000000,0.083333
naive_k4,gaia-70,2,1,2,0.200000,0.538462
naive_k4,gaia-70,2,1,3,0.200000,0.615385
naive_k4,gaia-70,2,2,3,0.000000,0.166667
naive_k4,gaia-73,2,0,1,0.000000,0.000000
naive_k4,gaia-73,2,0,2,0.000000,0.285714
naive_k4,gaia-73,2,0,3,0.428571,0.625000
naive_k4,gaia-73,2,1,2,0.000000,0.285714
naive_k4,gaia-73,2,1,3,0.428571,0.625000
naive_k4,gaia-73,2,2,3,0.428571,0.777778
naive_k4,gaia-76,2,0,1,0.000000,0.142857
naive_k4,gaia-76,2,0,2,0.000000,0.142857
naive_k4,gaia-76,2,0,3,0.142857,0.333333
naive_k4,gaia-76,2,1,2,0.000000,0.000000
naive_k4,gaia-76,2,1,3,0.142857,0.428571
naive_k4,gaia-76,2,2,3,0.142857,0.428571
naive_k4,gaia-80,2,0,1,0.000000,0.500000
naive_k4,gaia-80,2,0,2,0.000000,0.285714
naive_k4,gaia-80,2,0,3,0.000000,0.333333
naive_k4,gaia-80,2,1,2,0.000000,0.333333
naive_k4,gaia-80,2,1,3,0.000000,0.375000
naive_k4,gaia-80,2,2,3,0.000000,0.555556
naive_k4,gaia-81,2,0,1,0.000000,0.428571
naive_k4,gaia-81,2,0,2,0.538462,0.750000
naive_k4,gaia-81,2,0,3,0.538462,0.437500
naive_k4,gaia-81,2,1,2,0.538462,0.428571
naive_k4,gaia-81,2,1,3,0.538462,0.200000
naive_k4,gaia-81,2,2,3,0.000000,0.333333
naive_k4,gaia-82,2,0,1,0.307692,0.272727
naive_k4,gaia-82,2,0,2,0.307692,0.181818
naive_k4,gaia-82,2,0,3,0.000000,0.272727
naive_k4,gaia-82,2,1,2,0.000000,0.416667
naive_k4,gaia-82,2,1,3,0.307692,0.000000
naive_k4,gaia-82,2,2,3,0.307692,0.416667
naive_k4,gaia-85,2,0,1,0.333333,0.777778
naive_k4,gaia-85,2,0,2,0.333333,0.000000
naive_k4,gaia-85,2,0,3,0.000000,0.187500
naive_k4,gaia-85,2,1,2,0.000000,0.777778
naive_k4,gaia-85,2,1,3,0.333333,0.882353
naive_k4,gaia-85,2,2,3,0.333333,0.187500
naive_k4,gaia-89,2,0,1,0.000000,0.363636
naive_k4,gaia-89,2,0,2,0.125000,0.000000
naive_k4,gaia-89,2,0,3,0.000000,0.000000
naive_k4,gaia-89,2,1,2,0.125000,0.363636
naive_k4,gaia-89,2,1,3,0.000000,0.363636
naive_k4,gaia-89,2,2,3,0.125000,0.000000
naive_k4,gaia-9,2,0,2,0.777778,0.428571
naive_k4,gaia-9,2,0,3,0.285714,0.818182
naive_k4,gaia-9,2,2,3,0.777778,0.800000
naive_k4,gaia-91,2,0,2,0.000000,0.000000
naive_k4,gaia-91,2,0,3,0.333333,0.000000
naive_k4,gaia-91,2,2,3,0.333333,0.000000
naive_k4,gaia-93,2,0,1,0.285714,0.916667
naive_k4,gaia-96,2,0,1,0.416667,0.400000
naive_k4,gaia-96,2,0,2,0.076923,0.555556
naive_k4,gaia-96,2,0,3,0.076923,0.454545
naive_k4,gaia-96,2,1,2,0.461538,0.692308
naive_k4,gaia-96,2,1,3,0.461538,0.384615
naive_k4,gaia-96,2,2,3,0.142857,0.363636
naive_k4,gaia-97,2,0,1,0.000000,0.400000
naive_k4,gaia-97,2,0,2,0.000000,0.333333
naive_k4,gaia-97,2,0,3,0.000000,0.000000
naive_k4,gaia-97,2,1,2,0.000000,0.142857
naive_k4,gaia-97,2,1,3,0.000000,0.400000
naive_k4,gaia-97,2,2,3,0.000000,0.333333
naive_k4,gaia-98,2,0,1,0.000000,0.000000
naive_k4,gaia-98,2,0,2,0.000000,0.000000
naive_k4,gaia-98,2,0,3,0.000000,0.000000
naive_k4,gaia-98,2,1,2,0.000000,0.000000
naive_k4,gaia-98,2,1,3,0.000000,0.000000
naive_k4,gaia-98,2,2,3,0.000000,0.000000
naive_k4,gaia-99,2,0,1,0.000000,0.857143
naive_k4,gaia-99,2,0,2,0.714286,0.400000
naive_k4,gaia-99,2,0,3,0.714286,0.200000
naive_k4,gaia-99,2,1,2,0.714286,0.666667
naive_k4,gaia-99,2,1,3,0.714286,0.714286
naive_k4,gaia-99,2,2,3,0.000000,0.200000
naive_k4,gaia-1,3,0,1,0.000000,0.571429
naive_k4,gaia-1,3,0,2,0.000000,0.571429
naive_k4,gaia-1,3,0,3,0.000000,0.500000
naive_k4,gaia-1,3,1,2,0.000000,0.000000
naive_k4,gaia-1,3,1,3,0.000000,0.166667
naive_k4,gaia-1,3,2,3,0.000000,0.166667
naive_k4,gaia-100,3,0,1,0.333333,0.600000
naive_k4,gaia-100,3,0,2,0.125000,0.500000
naive_k4,gaia-100,3,0,3,0.333333,0.375000
naive_k4,gaia-100,3,1,2,0.250000,0.538462
naive_k4,gaia-100,3,1,3,0.444444,0.454545
naive_k4,gaia-100,3,2,3,0.250000,0.500000
naive_k4,gaia-101,3,0,1,0.083333,0.083333
naive_k4,gaia-101,3,0,2,0.000000,0.153846
naive_k4,gaia-101,3,0,3,0.000000,0.000000
naive_k4,gaia-101,3,1,2,0.083333,0.076923
naive_k4,gaia-101,3,1,3,0.083333,0.083333
naive_k4,gaia-101,3,2,3,0.000000,0.153846
naive_k4,gaia-102,3,0,1,0.000000,0.000000
naive_k4,gaia-102,3,0,2,0.000000,0.750000
naive_k4,gaia-102,3,0,3,0.000000,0.571429
naive_k4,gaia-102,3,1,2,0.000000,0.750000
naive_k4,gaia-102,3,1,3,0.000000,0.571429
naive_k4,gaia-102,3,2,3,0.000000,0.500000
naive_k4,gaia-110,3,0,1,0.222222,0.600000
naive_k4,gaia-110,3,0,2,0.000000,0.142857
naive_k4,gaia-110,3,0,3,0.222222,0.222222
naive_k4,gaia-110,3,1,2,0.222222,0.555556
naive_k4,gaia-110,3,1,3,0.000000,0.400000
naive_k4,gaia-110,3,2,3,0.222222,0.333333
naive_k4,gaia-111,3,0,1,0.636364,0.857143
naive_k4,gaia-111,3,0,2,0.700000,1.000000
naive_k4,gaia-111,3,0,3,0.700000,0.818182
naive_k4,gaia-111,3,1,2,0.571429,0.916667
naive_k4,gaia-111,3,1,3,0.571429,0.818182
naive_k4,gaia-111,3,2,3,0.000000,1.000000
naive_k4,gaia-118,3,1,2,0.000000,0.000000
naive_k4,gaia-118,3,1,3,0.000000,0.500000
naive_k4,gaia-118,3,2,3,0.000000,0.500000
naive_k4,gaia-12,3,0,1,0.000000,0.538462
naive_k4,gaia-12,3,0,2,0.000000,0.090909
naive_k4,gaia-12,3,0,3,0.000000,0.333333
naive_k4,gaia-12,3,1,2,0.000000,0.461538
naive_k4,gaia-12,3,1,3,0.000000,0.416667
naive_k4,gaia-12,3,2,3,0.000000,0.250000
naive_k4,gaia-120,3,0,1,0.000000,0.375000
naive_k4,gaia-120,3,0,2,0.200000,0.500000
naive_k4,gaia-120,3,0,3,0.000000,0.200000
naive_k4,gaia-120,3,1,2,0.200000,0.285714
naive_k4,gaia-120,3,1,3,0.000000,0.500000
naive_k4,gaia-120,3,2,3,0.200000,0.583333
naive_k4,gaia-121,3,0,1,0.571429,0.777778
naive_k4,gaia-121,3,0,2,0.142857,1.000000
naive_k4,gaia-121,3,0,3,0.500000,0.833333
naive_k4,gaia-121,3,1,2,0.538462,1.000000
naive_k4,gaia-121,3,1,3,0.153846,0.823529
naive_k4,gaia-121,3,2,3,0.454545,0.533333
naive_k4,gaia-122,3,0,1,0.000000,0.200000
naive_k4,gaia-122,3,0,2,0.000000,0.200000
naive_k4,gaia-122,3,0,3,0.500000,0.857143
naive_k4,gaia-122,3,1,2,0.000000,0.000000
naive_k4,gaia-122,3,1,3,0.500000,0.875000
naive_k4,gaia-122,3,2,3,0.500000,0.875000
naive_k4,gaia-123,3,0,1,0.000000,0.300000
naive_k4,gaia-123,3,0,2,0.500000,0.363636
naive_k4,gaia-123,3,0,3,0.000000,0.111111
naive_k4,gaia-123,3,1,2,0.500000,0.300000
naive_k4,gaia-123,3,1,3,0.000000,0.222222
naive_k4,gaia-123,3,2,3,0.500000,0.300000
naive_k4,gaia-125,3,0,1,0.272727,1.000000
naive_k4,gaia-125,3,0,2,0.083333,0.933333
naive_k4,gaia-125,3,0,3,0.083333,0.933333
naive_k4,gaia-125,3,1,2,0.333333,1.000000
naive_k4,gaia-125,3,1,3,0.333333,1.000000
naive_k4,gaia-125,3,2,3,0.000000,0.000000
naive_k4,gaia-127,3,0,1,0.000000,0.142857
naive_k4,gaia-127,3,0,2,0.700000,0.444444
naive_k4,gaia-127,3,0,3,0.428571,0.142857
naive_k4,gaia-127,3,1,2,0.700000,0.333333
naive_k4,gaia-127,3,1,3,0.428571,0.250000
naive_k4,gaia-127,3,2,3,0.444444,0.500000
naive_k4,gaia-128,3,0,1,0.083333,0.642857
naive_k4,gaia-128,3,0,2,0.083333,0.545455
naive_k4,gaia-128,3,0,3,0.000000,0.500000
naive_k4,gaia-128,3,1,2,0.000000,0.500000
naive_k4,gaia-128,3,1,3,0.083333,0.454545
naive_k4,gaia-128,3,2,3,0.083333,0.250000
naive_k4,gaia-13,3,2,3,0.555556,0.571429
naive_k4,gaia-130,3,0,1,0.666667,0.666667
naive_k4,gaia-130,3,0,2,0.666667,0.714286
naive_k4,gaia-130,3,0,3,0.333333,1.000000
naive_k4,gaia-130,3,1,2,0.666667,0.600000
naive_k4,gaia-130,3,1,3,0.750000,1.000000
naive_k4,gaia-130,3,2,3,0.750000,0.714286
naive_k4,gaia-134,3,0,1,0.000000,0.714286
naive_k4,gaia-134,3,0,2,0.000000,0.642857
naive_k4,gaia-134,3,0,3,0.000000,0.800000
naive_k4,gaia-134,3,1,2,0.000000,0.100000
naive_k4,gaia-134,3,1,3,0.000000,0.363636
naive_k4,gaia-134,3,2,3,0.000000,0.416667
naive_k4,gaia-136,3,0,2,0.714286,0.571429
naive_k4,gaia-136,3,0,3,0.000000,0.000000
naive_k4,gaia-136,3,2,3,0.714286,0.571429
naive_k4,gaia-139,3,0,1,0.000000,0.333333
naive_k4,gaia-139,3,0,2,0.333333,0.500000
naive_k4,gaia-139,3,0,3,0.000000,0.333333
naive_k4,gaia-139,3,1,2,0.333333,0.545455
naive_k4,gaia-139,3,1,3,0.000000,0.000000
naive_k4,gaia-139,3,2,3,0.333333,0.545455
naive_k4,gaia-141,3,0,1,0.000000,0.000000
naive_k4,gaia-141,3,0,2,0.000000,0.000000
naive_k4,gaia-141,3,0,3,0.000000,0.000000
naive_k4,gaia-141,3,1,2,0.000000,0.000000
naive_k4,gaia-141,3,1,3,0.000000,0.000000
naive_k4,gaia-141,3,2,3,0.000000,0.000000
naive_k4,gaia-145,3,0,1,0.750000,0.764706
naive_k4,gaia-145,3,0,2,0.444444,0.750000
naive_k4,gaia-145,3,0,3,0.285714,0.894737
naive_k4,gaia-145,3,1,2,0.650000,0.769231
naive_k4,gaia-145,3,1,3,0.809524,0.666667
naive_k4,gaia-145,3,2,3,0.444444,0.666667
naive_k4,gaia-147,3,0,1,0.125000,0.000000
naive_k4,gaia-147,3,0,3,0.000000,0.000000
naive_k4,gaia-147,3,1,3,0.125000,0.000000
naive_k4,gaia-15,3,0,1,0.000000,0.857143
naive_k4,gaia-15,3,0,2,0.000000,0.857143
naive_k4,gaia-15,3,0,3,0.000000,0.857143
naive_k4,gaia-15,3,1,2,0.000000,0.000000
naive_k4,gaia-15,3,1,3,0.000000,0.000000
naive_k4,gaia-15,3,2,3,0.000000,0.000000
naive_k4,gaia-150,3,1,2,0.000000,0.100000
naive_k4,gaia-150,3,1,3,0.000000,0.000000
naive_k4,gaia-150,3,2,3,0.000000,0.100000
naive_k4,gaia-151,3,0,1,0.250000,0.375000
naive_k4,gaia-151,3,0,2,0.250000,0.375000
naive_k4,gaia-151,3,0,3,0.250000,0.375000
naive_k4,gaia-151,3,1,2,0.000000,0.000000
naive_k4,gaia-151,3,1,3,0.000000,0.000000
naive_k4,gaia-151,3,2,3,0.000000,0.000000
naive_k4,gaia-153,3,1,2,0.714286,0.571429
naive_k4,gaia-153,3,1,3,0.428571,0.714286
naive_k4,gaia-153,3,2,3,0.750000,0.714286
naive_k4,gaia-154,3,0,1,0.000000,0.166667
naive_k4,gaia-154,3,0,3,0.000000,0.285714
naive_k4,gaia-154,3,1,3,0.000000,0.166667
naive_k4,gaia-155,3,0,1,0.181818,0.181818
naive_k4,gaia-155,3,0,2,0.181818,0.384615
naive_k4,gaia-155,3,0,3,0.000000,0.000000
naive_k4,gaia-155,3,1,2,0.000000,0.250000
naive_k4,gaia-155,3,1,3,0.181818,0.181818
naive_k4,gaia-155,3,2,3,0.181818,0.384615
naive_k4,gaia-158,3,2,3,0.000000,0.875000
naive_k4,gaia-16,3,0,1,0.000000,0.076923
naive_k4,gaia-16,3,0,3,0.000000,0.076923
naive_k4,gaia-16,3,1,3,0.000000,0.000000
naive_k4,gaia-19,3,0,1,0.000000,0.000000
naive_k4,gaia-19,3,0,2,0.000000,0.000000
naive_k4,gaia-19,3,0,3,0.000000,0.000000
naive_k4,gaia-19,3,1,2,0.000000,0.000000
naive_k4,gaia-19,3,1,3,0.000000,0.000000
naive_k4,gaia-19,3,2,3,0.000000,0.000000
naive_k4,gaia-2,3,0,1,0.000000,0.142857
naive_k4,gaia-2,3,0,2,0.000000,0.000000
naive_k4,gaia-2,3,0,3,0.000000,0.375000
naive_k4,gaia-2,3,1,2,0.000000,0.142857
naive_k4,gaia-2,3,1,3,0.000000,0.444444
naive_k4,gaia-2,3,2,3,0.000000,0.375000
naive_k4,gaia-23,3,0,1,0.000000,0.875000
naive_k4,gaia-23,3,0,2,0.000000,0.625000
naive_k4,gaia-23,3,0,3,0.333333,0.875000
naive_k4,gaia-23,3,1,2,0.000000,0.750000
naive_k4,gaia-23,3,1,3,0.333333,0.000000
naive_k4,gaia-23,3,2,3,0.333333,0.750000
naive_k4,gaia-24,3,0,1,0.045455,0.846154
naive_k4,gaia-24,3,0,2,0.045455,0.846154
naive_k4,gaia-24,3,0,3,0.045455,0.607143
naive_k4,gaia-24,3,1,2,0.000000,0.000000
naive_k4,gaia-24,3,1,3,0.000000,0.904762
naive_k4,gaia-24,3,2,3,0.000000,0.904762
naive_k4,gaia-25,3,1,2,0.782609,0.846154
naive_k4,gaia-26,3,0,1,0.400000,0.000000
naive_k4,gaia-26,3,0,2,0.400000,0.000000
naive_k4,gaia-26,3,0,3,0.000000,0.909091
naive_k4,gaia-26,3,1,2,0.000000,0.000000
naive_k4,gaia-26,3,1,3,0.400000,0.909091
naive_k4,gaia-26,3,2,3,0.400000,0.909091
naive_k4,gaia-3,3,1,3,0.000000,0.142857
naive_k4,gaia-32,3,0,1,0.000000,0.083333
naive_k4,gaia-32,3,0,2,0.000000,0.166667
naive_k4,gaia-32,3,0,3,0.083333,0.166667
naive_k4,gaia-32,3,1,2,0.000000,0.090909
naive_k4,gaia-32,3,1,3,0.083333,0.090909
naive_k4,gaia-32,3,2,3,0.083333,0.000000
naive_k4,gaia-35,3,0,1,0.000000,0.000000
naive_k4,gaia-35,3,0,2,0.428571,0.250000
naive_k4,gaia-35,3,0,3,0.470588,0.500000
naive_k4,gaia-35,3,1,2,0.428571,0.250000
naive_k4,gaia-35,3,1,3,0.470588,0.500000
naive_k4,gaia-35,3,2,3,0.400000,0.307692
naive_k4,gaia-38,3,0,1,0.384615,0.500000
naive_k4,gaia-38,3,0,2,0.384615,0.625000
naive_k4,gaia-38,3,0,3,0.230769,0.588235
naive_k4,gaia-38,3,1,2,0.000000,0.571429
naive_k4,gaia-38,3,1,3,0.166667,0.428571
naive_k4,gaia-38,3,2,3,0.166667,0.461538
naive_k4,gaia-39,3,0,1,0.000000,0.600000
naive_k4,gaia-39,3,0,2,0.000000,0.250000
naive_k4,gaia-39,3,0,3,0.000000,0.600000
naive_k4,gaia-39,3,1,2,0.000000,0.666667
naive_k4,gaia-39,3,1,3,0.000000,0.666667
naive_k4,gaia-39,3,2,3,0.000000,0.666667
naive_k4,gaia-4,3,0,1,1.000000,1.000000
naive_k4,gaia-4,3,0,2,0.000000,0.250000
naive_k4,gaia-4,3,0,3,0.500000,0.000000
naive_k4,gaia-4,3,1,2,1.000000,1.000000
naive_k4,gaia-4,3,1,3,1.000000,1.000000
naive_k4,gaia-4,3,2,3,0.500000,0.250000
naive_k4,gaia-40,3,0,1,0.166667,1.000000
naive_k4,gaia-40,3,0,2,0.777778,1.000000
naive_k4,gaia-40,3,0,3,0.166667,0.500000
naive_k4,gaia-40,3,1,2,0.750000,0.714286
naive_k4,gaia-40,3,1,3,0.333333,1.000000
naive_k4,gaia-40,3,2,3,0.888889,1.000000
naive_k4,gaia-41,3,0,1,0.000000,0.461538
naive_k4,gaia-41,3,0,2,0.000000,0.333333
naive_k4,gaia-41,3,0,3,0.000000,0.500000
naive_k4,gaia-41,3,1,2,0.000000,0.583333
naive_k4,gaia-41,3,1,3,0.000000,0.181818
naive_k4,gaia-41,3,2,3,0.000000,0.500000
naive_k4,gaia-45,3,0,1,0.428571,0.285714
naive_k4,gaia-45,3,0,2,0.125000,0.555556
naive_k4,gaia-45,3,0,3,0.125000,1.000000
naive_k4,gaia-45,3,1,2,0.500000,0.333333
naive_k4,gaia-45,3,1,3,0.500000,0.777778
naive_k4,gaia-45,3,2,3,0.000000,0.500000
naive_k4,gaia-46,3,0,1,0.300000,0.200000
naive_k4,gaia-46,3,0,2,0.300000,0.200000
naive_k4,gaia-46,3,0,3,0.000000,0.363636
naive_k4,gaia-46,3,1,2,0.000000,0.000000
naive_k4,gaia-46,3,1,3,0.300000,0.200000
naive_k4,gaia-46,3,2,3,0.300000,0.200000
naive_k4,gaia-49,3,0,3,0.400000,0.000000
naive_k4,gaia-50,3,0,1,0.333333,0.500000
naive_k4,gaia-50,3,0,2,0.166667,0.444444
naive_k4,gaia-50,3,0,3,0.333333,0.142857
naive_k4,gaia-50,3,1,2,0.200000,0.666667
naive_k4,gaia-50,3,1,3,0.000000,0.428571
naive_k4,gaia-50,3,2,3,0.200000,0.375000
naive_k4,gaia-51,3,2,3,0.000000,0.000000
naive_k4,gaia-56,3,0,1,0.125000,0.111111
naive_k4,gaia-56,3,0,2,0.125000,0.222222
naive_k4,gaia-56,3,0,3,0.125000,0.111111
naive_k4,gaia-56,3,1,2,0.000000,0.125000
naive_k4,gaia-56,3,1,3,0.000000,0.000000
naive_k4,gaia-56,3,2,3,0.000000,0.125000
naive_k4,gaia-6,3,0,1,0.000000,0.000000
naive_k4,gaia-60,3,0,1,0.000000,0.000000
naive_k4,gaia-60,3,0,2,0.250000,0.250000
naive_k4,gaia-60,3,1,2,0.250000,0.250000
naive_k4,gaia-61,3,0,1,0.428571,0.375000
naive_k4,gaia-61,3,0,2,0.000000,0.000000
naive_k4,gaia-61,3,0,3,0.166667,0.166667
naive_k4,gaia-61,3,1,2,0.428571,0.375000
naive_k4,gaia-61,3,1,3,0.285714,0.250000
